GENESIS-Tabelle: 23211-0004
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Todesursachenstatistik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestorbene (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
2019;BN des Magens;-;-;-;3;6;15;23;50;107;231;372;485;644;609;826;924;804;-;-;-;-;5;13;33;38;67;121;181;221;298;301;543;686;921
2019;BN des Dickdarms;-;-;2;2;6;16;24;39;100;232;410;628;822;970;1576;1613;1698;-;-;1;1;2;14;25;48;88;154;289;457;523;715;1158;1671;2546
2019;BN des Rektums, des Anus und am Rektosigmoid;-;-;-;1;4;6;17;24;70;203;347;460;642;642;802;864;651;-;-;-;-;3;4;15;19;58;113;186;229;325;321;525;634;972
2019;BN der Leber, der Gallenwege und des Pankreas;-;2;3;2;7;20;28;61;212;515;1059;1739;2282;2443;3360;3038;2023;1;2;1;3;4;18;22;51;136;331;639;1027;1485;1704;2743;3062;3089
2019;BN der Leber und der intrahepatischen Gallengänge;-;2;3;2;4;6;10;23;53;131;320;580;838;857;1112;987;591;1;2;1;1;3;5;9;18;30;62;135;209;302;325;481;554;511
2019;BN des Pankreas;-;-;-;-;2;7;16;35;143;344;675;1030;1245;1348;1873;1709;1157;-;-;-;1;1;12;12;25;85;223;429;693;977;1161;1889;2089;2041
2019;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;-;1;-;2;4;12;32;86;292;977;2334;3624;4665;4501;5479;4441;2649;-;-;-;-;1;11;22;74;233;749;1439;2260;2738;2614;2848;2317;1906
2019;BN der Bronchien und der Lunge;-;1;-;2;4;11;32;81;275;922;2205;3448;4449;4338;5265;4279;2546;-;-;-;-;1;10;22;74;232;745;1418;2243;2703;2565;2806;2285;1885
2019;Melanom und sonstige bösartige Neubild. der Haut;-;1;1;4;5;10;23;30;58;94;115;165;239;229;436;467;543;-;-;1;1;2;9;11;15;37;74;74;83;115;129;243;299;584
2019;Bösartiges Melanom der Haut;-;1;1;4;4;10;23;27;55;88;104;141;203;177;330;349;272;-;-;1;1;2;9;10;15;32;69;65;72;102;109;203;224;318
2019;BN der Brustdrüse;-;-;-;-;-;-;-;1;6;8;14;11;20;33;22;43;35;-;-;1;1;22;85;200;292;485;1026;1411;1324;1692;1775;2802;3271;4132
2019;BN der Genital- und Harnorgane;2;3;2;4;14;12;29;38;111;343;728;1262;2134;2732;5072;6046;7182;-;5;2;4;23;55;105;158;259;628;978;1210;1597;1600;2761;3230;3652
2019;BN der Cervix uteri;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;33;56;65;90;177;174;181;183;143;160;166;158
2019;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;5;25;20;77;159;219;299;305;483;535;528
2019;BN des Ovars;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;11;14;26;48;103;257;409;483;618;583;962;959;816
2019;BN der Prostata;-;-;-;-;1;1;1;1;13;93;244;542;1118;1563;3076;3826;4561;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;BN der Niere, ausgenommen Nierenbecken;2;3;-;-;1;-;8;16;44;95;187;267;337;386;620;671;593;-;3;-;-;1;-;4;8;11;21;67;79;161;142;344;458;621
2019;BN der Harnblase;-;-;-;-;-;2;5;6;18;58;118;208;321;362;665;807;1254;-;-;-;-;-;2;4;7;13;23;39;84;112;132;276;438;684
2019;BN d. lymphat., blutbild. u. verwandten Gewebes;1;37;20;25;23;36;40;53;99;255;464;686;1075;1253;2342;2443;1999;1;35;10;13;16;23;31;41;65;167;250;388;662;897;1714;2228;2325
2019;Leukämie;1;31;12;22;15;19;25;27;41;108;174;268;424;531;984;1017;891;1;28;8;11;11;18;21;24;31;69;107;151;248;348;690;868;1036
2019;Gutartige Neubildungen;-;-;-;1;2;3;5;5;6;10;9;18;26;32;53;65;87;-;1;-;-;1;1;2;9;4;9;21;20;39;32;85;104;179
2019;Krankheiten des Blutes u. der blutbildenden Organe;8;9;1;2;4;10;9;14;31;48;63;81;127;120;246;299;539;6;6;5;2;1;9;6;13;13;35;33;60;90;131;261;419;1093
2019;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;15;26;11;26;25;40;63;100;205;442;713;994;1279;1412;2291;3207;4451;10;24;7;15;18;27;54;48;103;189;325;464;691;958;1901;3643;9849
2019;Diabetes mellitus;-;-;2;4;11;11;32;52;107;271;486;697;943;1102;1816;2544;3275;-;2;-;-;5;11;20;13;42;87;180;270;447;645;1329;2778;6713
2019;Psychische und Verhaltensstörungen;1;6;11;13;38;93;168;222;345;572;797;886;904;1117;2567;4747;9279;1;4;5;7;16;25;58;40;89;170;246;305;432;853;2710;6340;24772
2019;Psychische und Verhaltensstörungen durch Alkohol;-;-;2;-;9;39;76;120;236;429;636;680;551;372;321;191;98;-;-;-;-;2;5;25;17;46;100;155;144;128;124;133;84;83
2019;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;-;-;8;7;23;43;76;82;69;75;51;32;20;10;3;2;6;-;-;1;2;8;10;20;15;21;19;17;9;9;5;7;3;9
2019;Krankheiten d. Nervensystems u. d. Sinnesorgane;22;71;41;49;59;72;104;124;212;365;624;831;1170;1479;3327;4292;4365;22;52;28;26;35;34;52;61;142;316;482;607;884;1139;2592;3865;6681
2019;Meningitis;2;1;-;-;1;3;4;2;4;4;7;6;3;7;7;12;6;-;2;1;-;-;-;-;-;3;4;2;7;3;6;8;14;7
2019;Krankheiten des Kreislaufsystems;15;29;27;42;71;183;292;572;1281;2917;5200;7631;10791;12287;23003;33686;54588;17;19;13;20;33;99;165;209;467;958;1680;2827;4541;6742;16145;33239;111422
2019;Hypertonie (Hochdruckkrankheit);1;1;-;-;2;8;18;25;75;169;322;508;681;821;1712;2913;6860;3;1;-;-;-;1;1;9;15;54;114;234;417;608;1878;4633;21193
2019;Ischämische Herzkrankheiten;2;-;1;6;10;41;95;244;605;1478;2687;3926;5385;5837;10311;14487;21417;-;2;1;1;-;13;31;41;122;295;587;1003;1599;2288;5053;9975;31539
2019;Akuter oder rezidivierender Myokardinfarkt;-;-;1;4;6;33;70;180;419;1005;1704;2249;2839;2685;4068;4854;5804;-;1;1;1;-;7;20;24;84;199;369;620;905;1136;2235;3765;8994
2019;Sonstige Formen der Herzkrankheit;8;23;13;12;26;55;68;102;214;456;799;1168;1625;2037;4082;6706;13094;12;8;5;7;8;26;34;50;83;132;240;467;751;1281;3336;7544;29133
2019;Sonstige Krankheiten des Endokards;-;1;3;4;8;11;7;14;39;85;132;200;347;431;968;1531;2659;1;3;3;2;2;3;7;6;17;22;49;96;163;268;689;1674;5711
2019;Zerebrovaskuläre Krankheiten;-;1;5;11;9;23;42;98;145;369;625;983;1596;2016;3974;5593;7452;-;4;1;3;9;24;50;52;114;265;359;585;946;1375;3438;6441;16511
2019;Schlaganfall, nicht als Blutung oder Infarkt bez.;-;-;-;-;-;1;2;4;11;26;56;114;233;319;675;1033;1685;-;1;-;-;-;1;1;-;2;13;26;63;97;223;534;1242;4340
2019;Krankheiten der Arterien, Arteriolen und Kapillare;1;-;-;1;4;16;27;29;80;162;274;417;598;617;1080;1291;1558;-;-;-;1;2;6;8;15;37;58;117;174;303;363;686;1120;3060
2019;Krankheiten des Atmungssystems;9;27;4;10;15;34;48;94;204;500;1137;2032;3191;3926;6534;7886;10436;11;16;9;14;14;18;24;49;111;301;717;1312;2121;2639;4287;5956;13335
2019;Grippe;1;7;-;2;2;4;4;11;13;33;40;69;77;99;147;146;245;-;5;2;3;2;5;5;5;8;20;22;42;49;49;88;121;333
2019;Pneumonie;3;7;1;2;7;11;14;22;64;109;202;299;495;652;1462;2209;3968;4;4;1;4;3;3;7;13;24;44;76;137;231;330;843;1730;5533
2019;Chronische Krankheiten der unteren Atemwege;-;3;-;1;2;8;11;37;82;270;727;1377;2125;2551;3660;3838;4155;-;2;2;2;2;3;5;20;51;198;520;996;1587;1938;2702;3061;5158
2019;Asthma;-;2;-;-;2;4;5;13;13;20;33;42;31;29;50;63;96;-;1;1;1;1;2;4;5;7;22;37;32;34;49;90;110;278
2019;Krankheiten des Verdauungssystems;9;5;4;14;28;96;181;315;605;1347;1915;2350;2556;2174;3025;3388;3947;4;5;3;12;16;37;89;134;274;546;836;1079;1349;1364;2426;3566;7722
2019;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;-;-;-;1;2;1;6;13;14;32;69;68;127;112;187;222;327;-;-;-;-;-;3;1;4;2;16;23;49;69;60;163;245;621
2019;Krankheiten der Leber;-;3;-;4;13;72;124;224;446;1008;1367;1593;1575;1086;1145;924;546;-;-;1;3;8;23;62;91;205;383;562;644;717;580;756;754;651
2019;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;-;1;-;2;11;69;117;215;429;978;1321;1520;1497;1009;1011;793;430;-;-;1;1;6;19;54;84;188;370;523;588;653;506;604;595;428
2019;Krankheiten der Haut und der Unterhaut;-;-;-;-;-;-;4;4;7;12;23;43;48;66;111;159;210;-;-;1;1;-;1;-;4;7;10;20;27;49;73;123;223;493
2019;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1;1;2;4;7;7;7;13;32;58;75;118;178;225;350;468;513;-;4;1;2;6;7;9;8;21;42;81;90;149;203;440;683;1562
2019;Chronische Polyarthritis und Arthrose;-;-;-;-;-;-;-;1;3;7;15;32;31;39;77;113;133;-;-;-;-;-;1;1;1;4;9;13;19;33;42;134;200;484
2019;Krankheiten des Urogenitalsystems;1;3;1;3;4;7;18;20;38;91;184;297;531;758;1590;2663;4876;1;-;2;1;2;6;9;15;28;59;109;178;357;523;1362;2696;8307
2019;Krankheiten der Niere;1;3;-;3;2;6;14;17;29;70;127;226;370;541;1139;1914;3615;1;-;1;1;1;5;8;12;21;41;83;127;245;364;945;1956;6391
2019;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;7;8;3;1;-;-;-;-;-;-;-;-
2019;Best.Zustände mit Ursprung in der Perinatalperiode;768;5;1;3;6;10;6;4;5;6;6;6;8;4;5;2;1;571;7;1;1;4;2;1;1;5;4;6;6;5;4;1;2;5
2019;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;346;81;14;26;23;11;21;26;31;73;113;108;72;40;48;39;42;347;72;13;11;14;14;13;20;26;52;69;76;63;36;42;40;62
2019;Angeborene Fehlbildungen des Nervensystems;31;19;2;5;7;1;3;7;1;4;7;1;4;2;-;3;1;43;18;5;2;2;8;-;2;2;3;3;1;3;2;5;1;5
2019;Angeborene Fehlbildungen des Kreislaufsystems;116;30;7;9;9;4;7;6;5;14;19;13;11;13;23;15;15;110;20;6;6;4;2;5;8;5;9;13;14;6;13;16;19;29
2019;Symptome und abnorme klinische und Laborbefunde;155;68;63;108;158;218;356;520;868;1579;2151;2406;2611;2176;2742;2610;3033;77;52;28;50;71;105;146;154;267;473;770;932;1158;1182;1842;2425;5858
2019;Plötzlicher Kindstod;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Sonst. ungenau bezeichnete u. unbek. Todesursachen;77;60;60;107;154;212;348;511;846;1537;2094;2353;2533;2094;2588;2388;2325;42;50;28;47;69;101;143;148;258;466;755;900;1107;1134;1693;2158;3682
2019;Äußere Ursachen von Morbidität und Mortalität;18;124;351;589;635;721;784;851;991;1413;1688;1633;1593;1530;2747;3502;5380;13;71;101;132;161;170;180;206;283;532;533;588;640;847;1774;2913;8085
2019;Unfälle einschließlich Spätfolgen;12;93;204;297;297;332;345;376;450;646;845;916;1019;1022;1930;2744;4549;6;51;50;63;68;69;75;80;114;241;268;333;430;630;1485;2575;7450
2019;Transportmittelunfälle;3;24;152;205;166;151;117;112;134;203;234;197;178;123;203;221;124;2;25;37;47;34;27;23;25;31;67;58;43;51;52;109;105;90
2019;Stürze;-;17;2;13;18;29;36;43;59;164;241;311;461;504;1064;1744;3285;-;4;2;3;1;3;7;17;14;52;71;128;175;324;847;1671;5347
2019;Ertrinken und Untergehen;-;24;15;15;25;14;13;16;16;17;18;24;14;14;23;12;19;-;9;2;2;1;3;1;-;-;8;7;5;8;13;22;24;15
2019;Exposition gegenüber Rauch, Feuer und Flammen;-;-;1;1;5;4;8;6;15;18;25;26;25;18;28;27;15;-;2;-;-;4;5;-;3;2;10;7;10;18;9;10;20;21
2019;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);2;3;19;30;54;104;108;124;112;82;80;49;28;27;27;17;16;-;1;2;6;16;25;28;17;26;36;30;23;16;11;27;18;44
2019;Vorsätzliche Selbstbeschädigung;-;11;121;235;289;329;367;381;451;667;707;600;490;413;649;578;554;-;11;42;51;72;88;82;100;148;257;224;212;163;160;200;197;192
2019;Tätlicher Angriff;6;13;10;10;14;11;8;21;17;8;20;11;9;8;3;6;5;5;7;3;10;10;5;10;13;8;8;10;9;10;9;10;6;11
2019;Ereignis, dessen nähere Umstände unbestimmt sind;-;6;16;47;34;47;64;71;68;88;113;102;72;84;150;168;249;2;2;6;8;11;8;13;13;13;25;31;34;35;47;74;132;399
__________
"Todesursachen:
Die ausgewählten Todesursachen ermöglichen einen zeitlichen
Vergleich nach der Umstellung der ICD-Systematik(1980-1997
ICD9, ab 1998 ICD-10).
""Insgesamt"" enthält die Angaben zu allen Gestorbenen eines
Berichtsjahres."
© Statistisches Bundesamt (Destatis), 2020
Stand: 07.02.2021 / 16:49:24
