;;;0 - 4;5 - 9;10 - 14;15 - 19;20 - 24;25 - 29;30 - 34;35 - 39;40 - 44;45 - 49;50 - 54;55 - 59;60 - 64;65 - 69;70 - 74;75 - 79;80 - 84;85+;
1999;männlich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,8;1,3;1,7;2,2;2,5;2,9;3,1;3,7;4,7;5,2;
1999;männlich;Leber (C22);0,2;0,0;0,1;0,1;0,1;0,2;0,4;0,7;1,2;3,0;11,5;13,9;22,9;34,5;46,9;53,9;50,5;42,0;
1999;männlich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,8;1,7;3,1;5,4;8,1;15,9;23,5;33,6;46,8;47,9;
1999;männlich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,1;0,2;0,5;1,1;3,0;7,2;14,1;25,4;37,9;56,4;75,2;91,9;97,3;108,2;
1999;männlich;Lunge (C33-C34);0,0;0,0;0,0;0,3;0,5;0,9;1,5;4,0;11,4;37,5;77,2;148,9;233,5;355,7;465,2;437,1;411,1;347,6;
1999;männlich;Knochen u. Gelenkknorpel (C40-C41);0,0;0,5;1,0;2,2;1,1;0,7;0,6;0,8;0,6;0,8;1,0;1,3;1,5;1,6;2,0;2,2;2,1;2,8;
1999;männlich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;1,0;2,5;4,7;6,5;9,0;11,6;15,3;19,1;23,9;39,5;37,3;37,1;44,9;36,5;49,2;
1999;männlich;Weichteile u. mesotheliales Gewebe (C45-C49);2,5;0,8;0,5;1,1;1,2;1,2;1,8;2,3;2,7;3,7;4,2;8,1;14,5;16,7;26,0;32,7;35,0;45,1;
1999;männlich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,7;1,0;1,7;3,0;4,2;6,0;8,0;8,9;10,8;
1999;männlich;Vulva (C51);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Vagina (C52);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Gebärmutterhals (C53);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Gebärmutterkörper (C54-C55);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Eierstöcke (C56);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Plazenta (C58);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
1999;männlich;Penis (C60);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,8;1,3;2,0;3,1;4,0;4,8;5,8;7,6;9,0;
1999;männlich;Prostata (C61);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;2,0;13,7;49,3;137,4;257,0;410,4;581,3;746,5;859,5;1.166,5;
1999;männlich;Hoden (C62);0,5;0,0;0,0;3,9;11,7;18,9;21,9;20,7;16,2;10,6;5,5;4,9;3,2;2,3;1,9;1,7;1,8;3,9;
1999;männlich;Niere (C64);1,9;0,4;0,0;0,2;0,2;0,6;1,5;4,2;7,6;13,3;24,7;38,3;55,3;79,0;87,3;91,1;74,4;56,7;
1999;männlich;Harnblase (C67);0,1;0,0;0,0;0,0;0,1;0,2;0,4;1,3;3,0;7,5;16,5;33,0;52,9;102,5;145,2;200,2;249,2;303,8;
1999;männlich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);3,7;2,4;1,7;2,1;2,5;3,3;4,0;4,8;6,5;8,4;11,9;16,5;20,2;24,8;29,5;31,5;30,5;15,5;
1999;männlich;Schilddrüse (C73);0,0;0,0;0,1;0,6;1,0;1,5;2,1;1,3;3,6;3,5;5,0;5,5;7,5;7,1;7,1;7,1;5,5;5,4;
1999;männlich;Nebenniere (C74);2,2;0,2;0,0;0,0;0,0;0,1;0,1;0,2;0,2;0,3;0,3;0,5;0,6;0,9;1,2;2,2;1,6;1,0;
1999;männlich;Morbus Hodgkin (C81);0,1;0,6;1,4;3,2;4,0;3,9;3,4;3,3;2,9;2,6;2,7;2,9;3,1;3,8;4,0;4,5;4,7;4,1;
1999;männlich;Non-Hodgkin-Lymphome (C82-C88);0,9;1,4;1,6;2,2;2,5;3,2;3,9;5,4;7,5;10,2;14,3;22,2;32,1;37,8;64,4;90,9;101,5;101,3;
1999;männlich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,7;1,6;3,1;5,2;9,2;14,8;27,0;30,0;39,7;44,7;50,0;
1999;männlich;Leukämien (C91-C95);8,9;4,6;2,7;3,4;2,8;2,8;3,3;4,1;5,6;8,1;12,6;19,4;29,4;37,7;62,8;69,1;93,3;125,7;
2000;weiblich;Mundhöhle und Rachen (C00-C14);0,1;0,0;0,0;0,2;0,3;0,5;0,9;1,5;2,5;6,1;10,4;14,0;15,3;16,4;14,5;13,6;14,9;17,8;
2000;weiblich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,5;1,3;2,6;4,4;6,1;6,9;8,6;8,9;10,6;13,2;
2000;weiblich;Magen (C16);0,0;0,0;0,0;0,1;0,2;0,6;1,8;2,8;4,5;7,4;11,5;16,6;24,1;34,9;53,8;79,4;103,2;156,9;
2000;weiblich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,6;0,9;1,4;2,1;2,5;3,1;3,5;3,9;4,0;3,6;
2000;weiblich;Darm (C18-C20);0,0;0,0;0,0;1,5;1,8;2,3;4,3;7,3;12,8;23,0;42,4;69,8;92,0;148,8;214,0;307,4;373,2;494,8;
2000;weiblich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,6;1,3;2,3;3,4;4,0;4,2;4,4;4,8;5,1;6,0;9,2;
2000;weiblich;Leber (C22);0,3;0,1;0,1;0,1;0,1;0,2;0,3;0,6;0,9;1,6;3,0;3,5;7,1;11,1;19,1;17,7;21,4;27,9;
2000;weiblich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,6;1,7;3,4;7,2;11,0;17,7;27,8;40,8;48,9;61,0;
2000;weiblich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,1;0,1;0,2;0,6;1,1;2,1;4,6;8,8;15,4;24,8;34,9;51,7;72,7;84,9;111,1;
2000;weiblich;Lunge (C33-C34);0,1;0,0;0,0;0,1;0,3;0,5;1,0;2,7;7,9;19,6;37,4;44,7;58,3;72,9;90,1;98,9;89,6;75,5;
2000;weiblich;Knochen u. Gelenkknorpel (C40-C41);0,2;0,6;1,3;1,5;0,9;1,0;0,7;0,8;0,8;0,9;1,0;1,2;1,4;1,3;1,7;2,2;2,1;2,6;
2000;weiblich;Malignes Melanom der Haut (C43);0,1;0,0;0,0;1,6;8,6;11,5;13,8;16,1;21,7;22,3;25,3;23,2;26,8;28,5;29,3;30,3;28,4;23,8;
2000;weiblich;Weichteile u. mesotheliales Gewebe (C45-C49);3,1;0,8;0,7;1,3;1,1;1,3;1,5;2,0;2,6;3,3;4,9;5,7;8,0;11,6;12,9;15,7;16,7;15,4;
2000;weiblich;Brustdrüse (C50);0,0;0,0;0,0;0,1;1,6;9,2;26,4;50,5;99,2;169,3;200,1;290,5;302,0;281,6;302,5;361,5;302,7;353,6;
2000;weiblich;Vulva (C51);0,0;0,0;0,0;0,0;0,2;0,5;0,8;1,3;1,9;2,8;3,5;1,9;4,0;7,4;9,4;16,4;15,9;25,2;
2000;weiblich;Vagina (C52);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,7;1,0;1,4;1,9;2,4;3,0;3,7;4,8;5,2;
2000;weiblich;Gebärmutterhals (C53);0,0;0,0;0,0;0,1;1,5;7,5;16,0;22,4;24,7;22,5;20,3;20,5;19,5;20,2;19,9;20,2;19,5;20,9;
2000;weiblich;Gebärmutterkörper (C54-C55);0,0;0,0;0,0;0,1;0,2;0,5;1,6;3,4;6,3;13,5;27,9;45,2;59,9;71,0;88,9;78,2;91,3;79,2;
2000;weiblich;Eierstöcke (C56);0,1;0,3;0,4;1,3;1,6;2,4;3,5;5,0;10,0;17,2;23,6;35,5;46,1;50,1;57,6;71,8;57,8;73,1;
2000;weiblich;Plazenta (C58);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,1;0,1;0,1;0,2;
2000;weiblich;Penis (C60);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;weiblich;Prostata (C61);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;weiblich;Hoden (C62);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;weiblich;Niere (C64);2,1;0,7;0,1;0,2;0,2;0,6;1,0;1,8;3,3;5,6;9,4;15,9;23,8;35,1;41,7;39,2;32,0;35,5;
2000;weiblich;Harnblase (C67);0,1;0,0;0,0;0,0;0,1;0,2;0,4;0,7;1,3;2,4;4,9;8,1;12,7;20,5;29,9;33,6;59,2;73,5;
2000;weiblich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);4,5;2,3;1,8;1,5;1,9;2,7;3,2;3,8;4,7;5,8;7,8;11,2;15,1;18,0;18,6;22,3;20,9;19,3;
2000;weiblich;Schilddrüse (C73);0,1;0,0;0,4;2,2;4,1;6,2;8,6;9,1;6,7;16,6;12,8;12,7;12,6;12,4;12,5;9,9;9,4;7,5;
2000;weiblich;Nebenniere (C74);1,9;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,3;0,4;0,6;0,7;0,8;0,8;0,7;
2000;weiblich;Morbus Hodgkin (C81);0,1;0,3;1,4;3,2;3,7;3,2;2,5;2,2;1,5;1,2;1,3;1,4;1,7;1,9;2,3;2,7;3,0;1,9;
2000;weiblich;Non-Hodgkin-Lymphome (C82-C88);0,6;0,7;0,5;1,1;1,9;2,2;2,7;3,7;5,2;7,0;12,0;19,4;24,2;34,4;37,6;53,3;55,9;65,3;
2000;weiblich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,5;1,2;2,3;3,7;6,6;10,4;15,3;20,9;26,9;28,9;30,4;
2000;weiblich;Leukämien (C91-C95);6,7;3,3;2,4;2,1;1,9;2,0;2,5;3,2;4,4;6,0;8,2;12,0;16,4;26,9;31,6;43,8;51,1;63,5;
2000;männlich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,3;0,4;0,7;1,3;3,2;9,7;24,5;38,0;58,8;59,5;57,4;51,3;42,3;39,8;40,3;
2000;männlich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,7;2,5;6,7;14,7;22,9;31,4;35,5;35,1;33,9;34,4;32,1;
2000;männlich;Magen (C16);0,0;0,0;0,0;0,1;0,3;0,6;1,5;2,9;6,2;11,5;20,4;35,1;49,2;80,7;121,9;160,5;213,8;260,2;
2000;männlich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,7;1,1;1,7;2,5;3,4;4,3;5,2;5,8;6,7;6,4;
2000;männlich;Darm (C18-C20);0,0;0,0;0,0;0,6;1,2;2,0;4,0;7,5;13,5;28,3;61,0;116,8;172,8;265,3;364,8;432,5;547,2;568,7;
2000;männlich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,5;0,9;1,5;1,9;2,6;2,8;3,2;3,4;3,9;5,2;5,9;
2000;männlich;Leber (C22);0,6;0,2;0,0;0,1;0,1;0,2;0,5;0,7;1,3;3,2;8,0;15,1;26,0;40,0;49,4;53,7;73,9;49,8;
2000;männlich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,8;1,6;2,9;5,1;6,8;14,8;22,7;31,1;41,0;45,4;
2000;männlich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,1;0,2;0,5;1,1;2,9;6,8;13,5;27,4;37,9;52,8;71,5;85,7;98,6;103,9;
2000;männlich;Lunge (C33-C34);0,0;0,0;0,0;0,3;0,5;0,9;1,5;4,0;11,4;36,1;80,8;149,6;229,3;347,3;457,1;442,0;419,2;339,8;
2000;männlich;Knochen u. Gelenkknorpel (C40-C41);0,1;0,3;1,0;1,8;1,0;0,7;0,6;0,8;0,7;0,7;0,9;1,1;1,4;1,6;1,8;2,3;2,2;2,6;
2000;männlich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;1,0;2,6;5,1;7,0;9,6;12,4;19,9;20,5;25,8;34,2;41,0;49,3;62,1;59,1;45,9;
2000;männlich;Weichteile u. mesotheliales Gewebe (C45-C49);3,3;0,7;0,7;1,0;1,1;1,2;1,8;2,1;2,6;3,5;5,6;7,8;13,4;19,0;25,8;34,2;38,3;43,4;
2000;männlich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,7;0,9;1,6;2,8;3,9;5,8;7,3;8,2;10,5;
2000;männlich;Vulva (C51);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Vagina (C52);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Gebärmutterhals (C53);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Gebärmutterkörper (C54-C55);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Eierstöcke (C56);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Plazenta (C58);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2000;männlich;Penis (C60);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,6;1,1;1,6;2,3;3,1;3,8;4,6;5,9;7,2;
2000;männlich;Prostata (C61);0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,2;2,1;13,9;49,9;138,9;254,1;434,0;587,0;722,3;864,5;1.096,9;
2000;männlich;Hoden (C62);0,4;0,1;0,2;3,7;11,2;18,2;21,1;19,7;15,6;11,7;4,9;4,7;3,1;2,2;1,8;1,7;1,7;3,3;
2000;männlich;Niere (C64);1,7;0,5;0,1;0,2;0,2;0,7;1,5;4,2;7,7;15,5;24,7;39,5;56,4;88,1;89,1;82,1;85,0;75,5;
2000;männlich;Harnblase (C67);0,0;0,0;0,0;0,0;0,1;0,2;0,4;1,2;2,9;7,3;16,1;31,8;52,3;93,9;141,1;192,8;219,5;301,3;
2000;männlich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);4,0;2,4;2,7;2,0;2,3;3,2;3,9;4,6;6,1;8,2;11,2;15,5;19,1;24,0;27,4;28,1;31,4;25,9;
2000;männlich;Schilddrüse (C73);0,0;0,0;0,2;0,6;1,2;1,7;2,3;2,3;4,0;7,0;5,5;6,1;3,9;7,4;7,3;7,9;5,7;4,9;
2000;männlich;Nebenniere (C74);1,9;0,2;0,1;0,0;0,1;0,1;0,1;0,2;0,2;0,3;0,3;0,5;0,7;0,8;0,7;1,3;1,0;0,8;
2000;männlich;Morbus Hodgkin (C81);0,1;0,6;1,3;3,4;4,1;4,1;3,7;3,4;3,0;2,7;2,8;3,0;3,2;3,7;4,0;5,1;5,2;4,4;
2000;männlich;Non-Hodgkin-Lymphome (C82-C88);0,9;1,7;1,6;2,1;2,3;3,0;3,7;5,1;7,1;9,8;14,6;21,3;30,0;48,9;54,6;83,1;81,1;93,7;
2000;männlich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,7;1,6;3,2;5,4;9,6;15,2;19,6;31,6;40,4;47,2;40,0;
2000;männlich;Leukämien (C91-C95);8,0;4,5;3,5;3,0;2,5;2,4;2,9;3,6;4,9;7,3;11,1;17,4;26,1;35,7;56,8;58,1;90,0;100,4;
2001;weiblich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,3;0,4;0,6;1,0;1,6;2,8;6,8;11,3;15,3;17,3;18,1;16,1;16,1;16,9;20,3;
2001;weiblich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,5;1,3;2,9;4,9;6,7;6,3;6,8;9,8;11,1;13,0;
2001;weiblich;Magen (C16);0,0;0,0;0,0;0,1;0,2;0,6;1,8;2,8;4,6;7,4;11,7;16,4;23,6;37,2;56,6;78,0;105,0;160,4;
2001;weiblich;Dünndarm (C17);0,1;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,6;0,8;1,3;1,9;2,4;2,9;3,3;3,8;4,0;3,8;
2001;weiblich;Darm (C18-C20);0,0;0,0;0,0;1,5;1,8;2,4;4,4;7,4;13,0;23,4;43,4;71,2;100,4;146,8;223,3;300,5;402,0;460,3;
2001;weiblich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,5;1,0;1,9;2,8;3,2;3,5;3,8;3,9;4,2;5,4;8,3;
2001;weiblich;Leber (C22);0,2;0,1;0,0;0,1;0,1;0,2;0,3;0,6;0,9;1,6;3,1;5,4;7,4;8,7;14,9;19,0;24,3;33,5;
2001;weiblich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,4;0,7;1,8;3,5;6,9;11,4;19,7;29,2;40,1;50,3;66,2;
2001;weiblich;Bauchspeicheldrüse (C25);0,1;0,0;0,0;0,1;0,1;0,2;0,6;1,0;2,0;4,3;8,3;15,1;23,4;34,3;48,8;64,8;82,2;99,6;
2001;weiblich;Lunge (C33-C34);0,0;0,0;0,0;0,1;0,3;0,5;1,0;2,7;7,8;20,7;30,7;48,1;58,5;76,3;101,2;93,1;91,2;76,2;
2001;weiblich;Knochen u. Gelenkknorpel (C40-C41);0,2;0,7;1,2;1,0;0,6;0,7;0,5;0,5;0,5;0,6;0,7;0,8;1,0;0,9;1,1;1,3;1,7;1,8;
2001;weiblich;Malignes Melanom der Haut (C43);0,0;0,1;0,0;1,7;10,0;12,3;14,8;17,3;19,3;23,8;28,3;24,9;28,5;30,0;31,8;26,6;28,9;38,0;
2001;weiblich;Weichteile u. mesotheliales Gewebe (C45-C49);2,5;0,6;0,5;1,2;1,0;1,1;1,3;1,8;2,4;3,1;4,4;5,5;7,6;10,4;11,1;14,4;15,3;14,9;
2001;weiblich;Brustdrüse (C50);0,0;0,0;0,0;0,1;1,6;9,3;26,3;52,6;102,6;161,2;227,9;265,1;304,0;290,8;303,7;323,9;336,4;353,9;
2001;weiblich;Vulva (C51);0,0;0,0;0,0;0,0;0,2;0,5;0,8;1,2;1,8;2,6;3,2;1,9;4,7;8,4;12,4;13,1;14,3;21,7;
2001;weiblich;Vagina (C52);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,4;0,6;0,9;1,2;1,7;2,1;2,8;3,2;4,5;4,8;
2001;weiblich;Gebärmutterhals (C53);0,0;0,0;0,0;0,1;1,4;7,0;15,0;20,6;23,1;18,6;19,5;18,9;17,9;16,7;20,6;22,9;20,2;22,0;
2001;weiblich;Gebärmutterkörper (C54-C55);0,0;0,0;0,0;0,1;0,2;0,5;1,6;3,5;6,6;14,2;29,2;47,5;62,9;75,4;77,5;90,9;83,1;68,5;
2001;weiblich;Eierstöcke (C56);0,1;0,2;0,6;1,3;1,6;2,4;3,5;5,0;9,9;17,1;29,2;29,7;44,0;52,5;54,7;65,3;74,2;58,6;
2001;weiblich;Plazenta (C58);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,1;0,1;0,1;0,2;
2001;weiblich;Penis (C60);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;weiblich;Prostata (C61);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;weiblich;Hoden (C62);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;weiblich;Niere (C64);2,1;0,8;0,1;0,2;0,2;0,6;1,0;1,8;3,3;5,8;9,6;15,9;23,9;33,3;37,7;53,6;33,6;42,1;
2001;weiblich;Harnblase (C67);0,1;0,0;0,1;0,0;0,1;0,2;0,4;0,7;1,3;2,4;4,9;8,1;12,6;20,0;29,9;42,4;48,3;75,4;
2001;weiblich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);3,1;2,6;1,1;1,5;1,8;2,5;3,0;3,7;4,6;5,7;7,4;9,6;13,9;17,6;25,7;20,8;20,4;18,7;
2001;weiblich;Schilddrüse (C73);0,0;0,2;0,3;2,4;4,5;6,8;9,4;8,7;9,3;16,9;13,8;14,1;13,6;14,0;15,0;10,7;8,7;8,5;
